date,julian,tree.id,species,circuit,bcon,bbrk,fbud,fopn,fpst,sex,length,width,lfin,l75,l95,tip,comments
6/24/14,175,AMSP-02,AMSP,6,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/23/90,82,AMSP-03,AMSP,47,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
3/27/90,86,AMSP-03,AMSP,46,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/2/90,92,AMSP-03,AMSP,53,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/11/90,101,AMSP-03,AMSP,46,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/18/90,108,AMSP-03,AMSP,48,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/23/90,113,AMSP-03,AMSP,28,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/28/90,118,AMSP-03,AMSP,50,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
5/1/90,121,AMSP-03,AMSP,50,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
5/4/90,124,AMSP-03,AMSP,50,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
5/7/90,127,AMSP-03,AMSP,50,BB,20,NA,0,0,NA,2,0,0,0,0,0,NA
5/11/90,131,AMSP-03,AMSP,50,BB,97,NA,0,0,NA,2,0,0,0,0,0,NA
5/14/90,134,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,3,0,20,0,0,0,NA
5/18/90,138,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,4,0,45,0,0,0,NA
5/24/90,144,AMSP-03,AMSP,49,BB,100,NA,0,0,NA,5,0,45,0,0,0,NA
5/30/90,150,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,7,0,80,71,0,0,NA
6/5/90,156,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,9,0,80,71,0,0,NA
6/8/90,159,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,8,0,80,80,38,0,NA
6/12/90,163,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,9,0,80,80,55,0,NA
6/18/90,169,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,8,0,100,80,100,0,NA
6/22/90,173,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,9,0,100,80,100,0,NA
6/27/90,178,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,9,0,100,80,100,0,NA
7/2/90,183,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,9,0,100,80,100,0,NA
7/9/90,190,AMSP-03,AMSP,50,BB,100,NA,0,0,NA,9,0,100,80,100,0,NA
3/21/91,80,AMSP-03,AMSP,50,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
3/28/91,87,AMSP-03,AMSP,50,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/2/91,92,AMSP-03,AMSP,50,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/5/91,95,AMSP-03,AMSP,50,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/9/91,99,AMSP-03,AMSP,50,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/12/91,102,AMSP-03,AMSP,50,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/16/91,106,AMSP-03,AMSP,50,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/19/91,109,AMSP-03,AMSP,56,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/22/91,112,AMSP-03,AMSP,56,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/26/91,116,AMSP-03,AMSP,56,BB,33,NA,0,0,NA,0,0,0,0,0,0,NA
5/2/91,122,AMSP-03,AMSP,56,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
5/7/91,127,AMSP-03,AMSP,56,BB,100,NA,0,0,NA,0,0,0,0,0,0,NA
5/10/91,130,AMSP-03,AMSP,56,BB,99,NA,0,0,NA,3,0,0,0,0,0,NA
5/13/91,133,AMSP-03,AMSP,56,BB,100,NA,0,0,NA,3,0,33,0,0,0,NA
5/17/91,137,AMSP-03,AMSP,56,BB,100,NA,0,0,NA,5,0,50,0,0,0,NA
5/20/91,140,AMSP-03,AMSP,56,BB,100,NA,0,0,NA,5,0,50,0,0,0,NA
5/23/91,143,AMSP-03,AMSP,56,BB,100,NA,0,0,NA,6,0,NA,NA,NA,0,NA
5/28/91,148,AMSP-03,AMSP,55,BB,100,NA,0,0,NA,7,0,NA,NA,NA,0,NA
5/31/91,151,AMSP-03,AMSP,58,BB,100,NA,0,0,NA,7,0,97,80,97,0,NA
6/4/91,155,AMSP-03,AMSP,58,BB,100,NA,0,0,NA,7,0,NA,NA,NA,0,NA
6/10/91,161,AMSP-03,AMSP,58,BB,100,NA,0,0,NA,7,0,97,80,97,0,NA
6/14/91,165,AMSP-03,AMSP,58,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
6/20/91,171,AMSP-03,AMSP,58,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
6/28/91,179,AMSP-03,AMSP,57,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
7/4/91,185,AMSP-03,AMSP,57,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
7/11/91,192,AMSP-03,AMSP,58,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
4/1/92,92,AMSP-03,AMSP,58,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/92,98,AMSP-03,AMSP,58,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/92,104,AMSP-03,AMSP,58,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/20/92,111,AMSP-03,AMSP,58,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/23/92,114,AMSP-03,AMSP,58,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/27/92,118,AMSP-03,AMSP,58,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/1/92,122,AMSP-03,AMSP,58,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/4/92,125,AMSP-03,AMSP,58,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/8/92,129,AMSP-03,AMSP,58,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/11/92,132,AMSP-03,AMSP,58,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/14/92,135,AMSP-03,AMSP,58,BB,0,NA,0,0,P,0,0,0,0,0,0,NA
5/19/92,140,AMSP-03,AMSP,58,BB,100,NA,0,0,P,3,0,45,0,0,0,NA
5/21/92,142,AMSP-03,AMSP,58,BB,100,NA,0,0,P,4,0,NA,0,0,0,NA
5/26/92,147,AMSP-03,AMSP,58,BB,100,NA,0,0,P,5,0,NA,0,0,0,NA
5/29/92,150,AMSP-03,AMSP,58,BB,100,NA,0,0,P,5,0,NA,0,0,0,NA
6/2/92,154,AMSP-03,AMSP,58,BB,100,NA,0,0,P,6,0,NA,0,0,0,NA
6/5/92,157,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,NA,0,0,0,NA
6/10/92,162,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,75,50,20,0,NA
6/16/92,168,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,75,50,20,0,NA
6/23/92,175,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,80,80,NA,0,NA
7/7/92,189,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
7/16/92,198,AMSP-03,AMSP,58,BB,100,NA,0,0,NA,7,0,95,80,95,0,NA
3/26/93,85,AMSP-03,AMSP,57,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/8/93,98,AMSP-03,AMSP,57,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/17/93,107,AMSP-03,AMSP,57,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/20/93,110,AMSP-03,AMSP,56,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/24/93,114,AMSP-03,AMSP,56,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/28/93,118,AMSP-03,AMSP,56,BB,15,NA,0,0,P,2,0,0,0,0,0,NA
5/1/93,121,AMSP-03,AMSP,56,BB,99,NA,0,0,P,NA,0,0,0,0,0,NA
5/4/93,124,AMSP-03,AMSP,57,BB,99,NA,0,0,P,3,0,0,0,0,0,NA
5/8/93,128,AMSP-03,AMSP,57,BB,100,NA,0,0,P,4,0,0,0,0,0,NA
5/12/93,132,AMSP-03,AMSP,57,BB,100,NA,0,0,P,5,0,50,0,0,0,NA
5/16/93,136,AMSP-03,AMSP,57,BB,100,NA,0,0,P,5,0,50,0,0,0,NA
5/19/93,139,AMSP-03,AMSP,57,BB,100,NA,0,0,P,5,0,50,0,0,0,NA
5/24/93,144,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
5/27/93,147,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/2/93,153,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/7/93,158,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/11/93,162,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
6/14/93,165,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
6/18/93,169,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
6/25/93,176,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/1/93,182,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/9/93,190,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
8/11/93,223,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
3/31/94,90,AMSP-03,AMSP,56,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/5/94,95,AMSP-03,AMSP,56,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/11/94,101,AMSP-03,AMSP,56,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/15/94,105,AMSP-03,AMSP,56,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/22/94,112,AMSP-03,AMSP,56,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/28/94,118,AMSP-03,AMSP,56,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/4/94,124,AMSP-03,AMSP,56,BB,55,NA,0,0,P,0,0,0,0,0,0,NA
5/10/94,130,AMSP-03,AMSP,56,BB,NA,NA,0,0,P,3,0,0,0,0,0,NA
5/19/94,139,AMSP-03,AMSP,56,BB,100,NA,0,0,P,5,0,45,0,0,0,NA
5/23/94,143,AMSP-03,AMSP,56,BB,100,NA,0,0,P,6,0,75,71,0,0,NA
5/27/94,147,AMSP-03,AMSP,56,BB,100,NA,0,0,P,7,0,80,80,80,0,NA
5/31/94,151,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,95,80,95,0,NA
6/8/94,159,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/14/94,165,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/22/94,173,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/28/94,179,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/7/94,188,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/25/94,206,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
8/15/94,227,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
3/28/95,87,AMSP-03,AMSP,57,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/3/95,93,AMSP-03,AMSP,57,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/11/95,101,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/16/95,106,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/20/95,110,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/27/95,117,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/3/95,123,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/8/95,128,AMSP-03,AMSP,57,BB,90,NA,0,0,P,0,0,0,0,0,0,NA
5/12/95,132,AMSP-03,AMSP,57,BB,100,NA,0,0,P,0,0,0,0,0,0,NA
5/16/95,136,AMSP-03,AMSP,57,BB,100,NA,0,0,P,4,0,0,0,0,0,NA
5/22/95,142,AMSP-03,AMSP,57,BB,100,NA,0,0,P,6,0,75,35,0,0,NA
5/26/95,146,AMSP-03,AMSP,57,BB,100,NA,0,0,P,7,0,80,80,80,0,NA
6/1/95,152,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,95,80,95,0,NA
6/6/95,157,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/13/95,164,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/19/95,170,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/22/95,173,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
6/29/95,180,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
7/7/95,188,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
7/13/95,194,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
8/11/95,223,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
3/27/96,87,AMSP-03,AMSP,57,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/96,92,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/9/96,100,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/96,104,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/18/96,109,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/22/96,113,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/25/96,116,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/1/96,122,AMSP-03,AMSP,57,BB,85,NA,0,0,P,0,0,0,0,0,0,NA
5/7/96,128,AMSP-03,AMSP,57,BB,92,NA,0,0,P,0,0,0,0,0,0,NA
5/14/96,135,AMSP-03,AMSP,57,BB,100,NA,0,0,P,3,0,0,0,0,0,NA
5/17/96,138,AMSP-03,AMSP,57,BB,100,NA,0,0,P,4,0,20,0,0,0,NA
5/22/96,143,AMSP-03,AMSP,57,BB,100,NA,0,0,P,6,0,63,0,0,0,NA
5/28/96,149,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,80,80,80,0,NA
6/2/96,154,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,97,80,97,0,NA
6/7/96,159,AMSP-03,AMSP,57,BB,100,NA,0,0,P,7,0,95,80,95,0,NA
6/13/96,165,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,97,80,97,0,NA
6/18/96,170,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/21/96,173,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/28/96,180,AMSP-03,AMSP,56,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/5/96,187,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/11/96,193,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
3/25/97,84,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/3/97,93,AMSP-03,AMSP,57,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/8/97,98,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/15/97,105,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/21/97,111,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/25/97,115,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/30/97,120,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/5/97,125,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/9/97,129,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/12/97,132,AMSP-03,AMSP,57,BB,75,NA,0,0,P,0,0,0,0,0,0,NA
5/16/97,136,AMSP-03,AMSP,57,BB,98,NA,0,0,P,4,0,0,0,0,0,NA
5/21/97,141,AMSP-03,AMSP,57,BB,100,NA,0,0,P,5,0,35,0,0,0,NA
5/27/97,147,AMSP-03,AMSP,57,BB,100,NA,0,0,P,6,0,53,10,0,0,NA
6/3/97,154,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,80,80,80,0,NA
6/9/97,160,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,97,80,97,0,NA
6/16/97,167,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
6/23/97,174,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/1/97,182,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/8/97,189,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
7/22/97,203,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
3/25/98,84,AMSP-03,AMSP,57,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
3/30/98,89,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/98,97,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/98,103,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/18/98,108,AMSP-03,AMSP,57,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/24/98,114,AMSP-03,AMSP,57,BB,30,NA,0,0,P,0,0,0,0,0,0,NA
4/29/98,119,AMSP-03,AMSP,57,BB,70,NA,0,0,P,0,0,0,0,0,0,NA
5/4/98,124,AMSP-03,AMSP,57,BB,99,NA,0,0,P,4,0,20,0,0,0,NA
5/8/98,128,AMSP-03,AMSP,57,BB,100,NA,0,0,P,6,0,58,25,0,0,NA
5/14/98,134,AMSP-03,AMSP,57,BB,100,NA,0,0,P,7,0,80,68,0,0,NA
5/19/98,139,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,90,80,75,0,NA
5/22/98,142,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,97,80,97,0,NA
5/27/98,147,AMSP-03,AMSP,57,BB,100,NA,0,0,P,8,0,97,80,97,0,NA
6/2/98,153,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,97,80,97,0,NA
6/9/98,160,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,97,80,97,0,NA
6/15/98,166,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,95,80,95,0,NA
6/19/98,170,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
6/23/98,174,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
7/2/98,183,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
7/14/98,195,AMSP-03,AMSP,57,BB,100,NA,0,0,P,9,0,100,80,100,0,NA
3/27/99,86,AMSP-03,AMSP,58,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/2/99,92,AMSP-03,AMSP,58,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/8/99,98,AMSP-03,AMSP,58,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/12/99,102,AMSP-03,AMSP,58,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/15/99,105,AMSP-03,AMSP,58,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/21/99,111,AMSP-03,AMSP,58,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/26/99,116,AMSP-03,AMSP,58,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/3/99,123,AMSP-03,AMSP,58,BB,35,NA,0,0,P,0,0,0,0,0,0,NA
5/7/99,127,AMSP-03,AMSP,58,BB,98,NA,0,0,P,4,0,20,0,0,0,NA
5/11/99,131,AMSP-03,AMSP,58,BB,100,NA,0,0,P,5,0,28,0,0,0,NA
5/14/99,134,AMSP-03,AMSP,58,BB,100,NA,0,0,P,6,0,55,0,0,0,NA
5/21/99,141,AMSP-03,AMSP,58,BB,100,NA,0,0,P,8,0,80,80,35,0,NA
5/27/99,147,AMSP-03,AMSP,58,BB,100,NA,0,0,P,8,0,80,80,55,0,NA
6/3/99,154,AMSP-03,AMSP,58,BB,100,NA,0,0,P,8,0,97,80,97,0,NA
6/10/99,161,AMSP-03,AMSP,58,BB,100,NA,0,0,P,8,0,97,80,97,0,NA
6/15/99,166,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,97,80,97,0,NA
6/22/99,173,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,97,80,97,0,NA
6/30/99,181,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,97,80,97,0,NA
7/8/99,189,AMSP-03,AMSP,58,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
3/27/00,87,AMSP-03,AMSP,58,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
3/31/00,91,AMSP-03,AMSP,58,MS,0,0,0,0,NA,0,0,0,0,0,0,NA
4/4/00,95,AMSP-03,AMSP,58,VS,0,0,0,0,NA,0,0,0,0,0,0,NA
4/13/00,104,AMSP-03,AMSP,58,VS,0,0,0,0,NA,0,0,0,0,0,0,NA
4/18/00,109,AMSP-03,AMSP,59,VS,0,0,0,0,NA,0,0,0,0,0,0,NA
4/25/00,116,AMSP-03,AMSP,59,VS,0,0,0,0,NA,0,0,0,0,0,0,NA
5/1/00,122,AMSP-03,AMSP,59,VS,0,0,0,0,NA,0,0,0,0,0,0,NA
5/5/00,126,AMSP-03,AMSP,59,VS,0,0,0,0,NA,0,0,0,0,0,0,NA
5/8/00,129,AMSP-03,AMSP,59,BB,99,0,0,0,NA,4,0,13,0,0,0,NA
5/11/00,132,AMSP-03,AMSP,59,BB,100,0,0,0,NA,5,0,30,0,0,0,NA
5/15/00,136,AMSP-03,AMSP,59,BB,100,0,0,0,NA,6,0,50,0,0,0,NA
5/22/00,143,AMSP-03,AMSP,59,BB,100,0,0,0,NA,7,0,73,65,25,0,NA
5/26/00,147,AMSP-03,AMSP,59,BB,100,0,0,0,NA,8,0,75,80,40,0,NA
5/30/00,151,AMSP-03,AMSP,59,BB,100,0,0,0,NA,8,0,85,80,50,0,NA
6/7/00,159,AMSP-03,AMSP,59,BB,100,0,0,0,NA,8,0,90,80,90,0,NA
6/12/00,164,AMSP-03,AMSP,59,BB,100,0,0,0,NA,8,0,97,80,97,0,NA
6/16/00,168,AMSP-03,AMSP,59,BB,100,0,0,0,NA,7,0,100,80,100,0,NA
6/21/00,173,AMSP-03,AMSP,59,BB,100,0,0,0,NA,0,0,100,80,100,0,NA
6/27/00,179,AMSP-03,AMSP,59,BB,100,0,0,0,NA,0,0,100,80,100,0,NA
7/3/00,185,AMSP-03,AMSP,59,BB,100,0,0,0,NA,0,0,100,80,100,0,NA
7/10/00,192,AMSP-03,AMSP,59,BB,100,0,0,0,NA,0,0,100,80,100,0,NA
4/4/01,94,AMSP-03,AMSP,59,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/11/01,101,AMSP-03,AMSP,59,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/19/01,109,AMSP-03,AMSP,59,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/22/01,112,AMSP-03,AMSP,59,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/28/01,118,AMSP-03,AMSP,59,VS,0,VS,0,0,NA,0,0,0,0,0,0,NA
5/2/01,122,AMSP-03,AMSP,59,VS,0,VS,0,0,NA,0,0,0,0,0,0,NA
5/5/01,125,AMSP-03,AMSP,59,BB,100,BB,5,0,NA,3,0,10,0,0,0,NA
5/10/01,130,AMSP-03,AMSP,59,BB,100,BB,100,65,NA,5,0,28,0,0,0,NA
5/17/01,137,AMSP-03,AMSP,59,BB,100,BB,100,100,NA,7,0,75,65,15,0,NA
5/21/01,141,AMSP-03,AMSP,59,BB,100,BB,100,100,NA,8,0,80,80,40,0,NA
5/25/01,145,AMSP-03,AMSP,59,BB,100,BB,100,100,NA,8,0,88,80,70,0,NA
5/30/01,150,AMSP-03,AMSP,59,BB,100,BB,100,100,NA,9,0,93,80,90,0,NA
6/5/01,156,AMSP-03,AMSP,59,BB,100,BB,100,100,NA,8,0,88,80,90,F,NA
6/13/01,164,AMSP-03,AMSP,59,BB,100,BB,100,100,NA,8,0,98,80,97,0,NA
6/19/01,170,AMSP-03,AMSP,59,BB,100,BB,100,100,NA,8,0,100,80,97,0,NA
6/26/01,177,AMSP-03,AMSP,59,BB,100,BB,100,100,NA,NA,0,100,80,97,0,NA
4/3/02,93,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/8/02,98,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/12/02,102,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/16/02,106,AMSP-03,AMSP,34,VS,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
4/19/02,109,AMSP-03,AMSP,34,VS,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
4/24/02,114,AMSP-03,AMSP,34,BB,20,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
4/30/02,120,AMSP-03,AMSP,34,BB,70,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
5/6/02,126,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/9/02,129,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/14/02,134,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/02,139,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/23/02,143,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/28/02,148,AMSP-03,AMSP,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/2/02,153,AMSP-03,AMSP,34,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/02,158,AMSP-03,AMSP,34,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/02,162,AMSP-03,AMSP,34,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
